ID;Descrizione;PK;x;y;z
Falda;Falda;2125498;1657364.03;8176353.12;30.4
Falda;Falda;2125508;1657355.43;8176348.02;30.4
Falda;Falda;2125518;1657346.82;8176342.94;30.4
Falda;Falda;2125528;1657338.2;8176337.87;30.4
Falda;Falda;2125538;1657329.58;8176332.8;30.4
Falda;Falda;2125548;1657320.96;8176327.73;30.4
Falda;Falda;2125558;1657312.34;8176322.66;30.4
Falda;Falda;2125568;1657303.72;8176317.59;30.4
Falda;Falda;2125578;1657295.1;8176312.52;30.4
Falda;Falda;2125588;1657286.48;8176307.45;30.4
Falda;Falda;2125598;1657277.86;8176302.38;30.4
Falda;Falda;2125608;1657269.25;8176297.31;30.4
Falda;Falda;2125618;1657260.63;8176292.24;30.41
Falda;Falda;2125628;1657252.01;8176287.17;30.41
Falda;Falda;2125638;1657243.39;8176282.1;30.41
Falda;Falda;2125648;1657234.77;8176277.03;30.41
Falda;Falda;2125658;1657226.15;8176271.96;30.41
Falda;Falda;2125668;1657217.53;8176266.89;30.41
Falda;Falda;2125678;1657208.91;8176261.82;30.4
Falda;Falda;2125688;1657200.29;8176256.75;30.36
Falda;Falda;2125698;1657191.67;8176251.68;30.32
Falda;Falda;2125708;1657183.05;8176246.61;30.28
Falda;Falda;2125718;1657174.43;8176241.54;30.26
Falda;Falda;2125728;1657165.81;8176236.47;30.26
Falda;Falda;2125738;1657157.19;8176231.4;30.27
Falda;Falda;2125748;1657148.57;8176226.33;30.27
Falda;Falda;2125758;1657139.95;8176221.25;30.27
Falda;Falda;2125768;1657131.34;8176216.17;30.27
Falda;Falda;2125778;1657122.75;8176211.05;30.28
Falda;Falda;2125788;1657114.19;8176205.89;30.28
Falda;Falda;2125798;1657105.66;8176200.67;30.28
Falda;Falda;2125808;1657097.17;8176195.38;30.28
Falda;Falda;2125818;1657088.74;8176190;30.29
Falda;Falda;2125828;1657080.37;8176184.53;30.29
Falda;Falda;2125838;1657072.05;8176178.98;30.29
Falda;Falda;2125848;1657063.8;8176173.34;30.29
Falda;Falda;2125858;1657055.6;8176167.61;30.3
Falda;Falda;2125868;1657047.46;8176161.79;30.3
Falda;Falda;2125878;1657039.39;8176155.9;30.3
Falda;Falda;2125888;1657031.38;8176149.91;30.31
Falda;Falda;2125898;1657023.42;8176143.85;30.31
Falda;Falda;2125908;1657015.51;8176137.74;30.32
Falda;Falda;2125918;1657007.64;8176131.57;30.36
Falda;Falda;2125928;1656999.79;8176125.38;30.39
Falda;Falda;2125938;1656991.95;8176119.16;30.42
Falda;Falda;2125948;1656984.12;8176112.94;30.45
Falda;Falda;2125958;1656976.29;8176106.72;30.49
Falda;Falda;2125968;1656968.46;8176100.5;30.52
Falda;Falda;2125978;1656960.63;8176094.28;30.55
Falda;Falda;2125988;1656952.8;8176088.06;30.58
Falda;Falda;2125998;1656944.97;8176081.84;30.62
Falda;Falda;2126008;1656937.13;8176075.63;30.65
Falda;Falda;2126018;1656929.28;8176069.45;30.68
Falda;Falda;2126028;1656921.38;8176063.31;30.69
Falda;Falda;2126038;1656913.42;8176057.26;30.69
Falda;Falda;2126048;1656905.38;8176051.31;30.69
Falda;Falda;2126058;1656897.25;8176045.49;30.69
Falda;Falda;2126068;1656889.01;8176039.82;30.69
Falda;Falda;2126078;1656880.65;8176034.34;30.68
Falda;Falda;2126088;1656872.15;8176029.07;30.68
Falda;Falda;2126098;1656863.53;8176024.01;30.68
Falda;Falda;2126108;1656854.78;8176019.16;30.68
Falda;Falda;2126118;1656845.91;8176014.54;30.68
Falda;Falda;2126128;1656836.94;8176010.13;30.68
Falda;Falda;2126138;1656827.85;8176005.95;30.68
Falda;Falda;2126148;1656818.66;8176002;30.68
Falda;Falda;2126158;1656809.38;8175998.28;30.68
Falda;Falda;2126168;1656800.01;8175994.79;30.68
Falda;Falda;2126178;1656790.56;8175991.54;30.67
Falda;Falda;2126188;1656781.02;8175988.52;30.67
Falda;Falda;2126198;1656771.42;8175985.74;30.67
Falda;Falda;2126208;1656761.75;8175983.2;30.67
Falda;Falda;2126218;1656752.01;8175980.9;30.67
Falda;Falda;2126228;1656742.23;8175978.85;30.68
Falda;Falda;2126238;1656732.39;8175977.04;30.69
Falda;Falda;2126248;1656722.52;8175975.46;30.7
Falda;Falda;2126258;1656712.61;8175974.09;30.71
Falda;Falda;2126268;1656702.68;8175972.91;30.73
Falda;Falda;2126278;1656692.74;8175971.87;30.74
Falda;Falda;2126288;1656682.78;8175970.94;30.75
Falda;Falda;2126298;1656672.82;8175970.11;30.76
Falda;Falda;2126308;1656662.85;8175969.33;30.78
Falda;Falda;2126318;1656652.87;8175968.57;30.79
Falda;Falda;2126328;1656642.9;8175967.82;30.8
Falda;Falda;2126338;1656632.93;8175967.06;30.81
Falda;Falda;2126348;1656622.96;8175966.31;30.83
Falda;Falda;2126358;1656612.99;8175965.56;30.84
Falda;Falda;2126368;1656603.02;8175964.81;30.85
Falda;Falda;2126378;1656593.04;8175964.05;30.86
Falda;Falda;2126388;1656583.07;8175963.3;30.88
Falda;Falda;2126398;1656573.1;8175962.55;30.89
Falda;Falda;2126408;1656563.13;8175961.79;30.9
Falda;Falda;2126418;1656553.16;8175961.04;30.91
Falda;Falda;2126428;1656543.19;8175960.29;30.93
Falda;Falda;2126438;1656533.21;8175959.54;30.94
Falda;Falda;2126448;1656523.24;8175958.78;30.95
Falda;Falda;2126458;1656513.27;8175958.03;30.97
Falda;Falda;2126468;1656503.3;8175957.28;30.98
Falda;Falda;2126478;1656493.33;8175956.52;30.94
Falda;Falda;2126488;1656483.36;8175955.77;30.89
Falda;Falda;2126498;1656473.39;8175955.02;30.83
Falda;Falda;2126508;1656463.41;8175954.26;30.78
Falda;Falda;2126518;1656453.44;8175953.51;30.73
Falda;Falda;2126528;1656443.47;8175952.76;30.63
Falda;Falda;2126538;1656433.5;8175952.01;30.52
Falda;Falda;2126548;1656423.53;8175951.25;30.41
Falda;Falda;2126558;1656413.56;8175950.5;30.3
Falda;Falda;2126568;1656403.58;8175949.75;30.19
Falda;Falda;2126578;1656393.61;8175948.99;30.08
Falda;Falda;2126588;1656383.64;8175948.24;29.98
Falda;Falda;2126598;1656373.67;8175947.49;29.94
Falda;Falda;2126608;1656363.7;8175946.74;30.2
Falda;Falda;2126618;1656353.73;8175945.98;30.45
